Команда;игр;побед;проигрышей;ничьих;голов;голы минус голы соперника
Дьирмот;45;28;9;8;71;35
Сент-Этьен;45;15;20;10;54;-6
Атлас;45;13;19;13;39;-6
Ренате;45;20;15;10;54;7
УТА Арад;45;15;18;12;43;-11
Бари;45;20;12;13;61;21
Леон;45;24;10;11;70;22
Ланс;45;17;15;13;68;-2
Метц;45;17;16;12;57;4
Ботафого ПБ;45;12;10;23;50;11
Фортуна Кельн;45;23;9;13;77;28
Шибеник;45;11;23;11;44;-16
Кан;45;13;17;15;45;-10
Аль-Гарафа;45;21;16;8;84;15
Дордрехт;45;9;32;4;48;-68
Ред Стар;45;16;13;16;60;10
Брест;45;15;22;8;59;-17
Монпелье;45;19;13;13;73;4
Вади Дегла;45;11;18;16;42;-9
Гренобль;45;22;11;12;62;22
Херенвен;45;13;20;12;58;-16
Гоу Эхед Иглз;45;26;10;9;71;40
Ден Бош;45;11;26;8;69;-29
Пафос;45;19;16;10;63;20
Асуан;45;14;20;11;47;-17
Аукас;45;17;15;13;87;8
Спортинг Кристал;45;29;6;10;89;42
Спорт Уанкайо;45;16;15;14;46;-9
Уачипато;45;15;19;11;52;-10
Рексхэм;45;20;13;12;67;19
Велес Сарсфилд;45;25;10;10;72;25
Герта;44;11;22;11;53;-19
Тэджон Ситизен;44;18;15;11;59;8
Ком Подгорица;44;13;20;11;49;-19
Злин;44;12;22;10;42;-21
Пярну Вапрус;44;21;14;9;84;20
Арсенал Дзержинск;44;22;11;11;76;31
Ягеллония Белосток;44;15;18;11;56;-13
Кабель Нови Сад;44;19;12;13;47;16
Сантос Гуапилес;44;13;16;15;54;-8
Езеро;44;19;16;9;42;3
Аль-Иттихад Алеппо;44;12;14;18;42;3
Фрайбург;44;17;15;12;70;7
Регенсбург;44;11;18;15;48;-15
Рад Белград;44;14;23;7;49;-20
Раднички Крагуевац;44;26;7;11;73;33
Расинг;44;15;13;16;62;-7
Дэгу;44;21;12;11;69;14
Хиллеред;44;19;16;9;55;-1
Браге;44;14;21;9;52;-10
Квидинг;44;17;16;11;56;-7
Осане;44;19;13;12;85;16
Гиресунспор;44;25;12;7;68;27
Аданаспор;44;9;26;9;52;-29
Алтынорду;44;19;12;13;67;11
Адана Демирспор;44;26;6;12;86;47
Точиджи;44;17;13;14;49;5
Равенна;44;7;25;12;34;-37
Ювентус U23;44;18;15;11;63;7
Грулла Мориока;44;15;17;12;48;-9
Сорренто;44;14;19;11;70;-22
Карпи;44;10;21;13;51;-22
Балтика;44;23;12;9;58;13
Солин;44;14;20;10;65;-8
Шатору;44;5;28;11;36;-38
Шкендия;44;28;4;12;82;48
Дюнкерк;44;12;18;14;45;-9
Страсбур;44;15;20;9;61;-7
Иртыш Омск;44;7;29;8;30;-42
Осер;44;20;9;15;74;25
Эльверсберг;44;26;6;12;101;50
Гронинген;44;17;16;11;54;1
Телстар;44;11;20;13;62;-9
Манаус;44;24;8;12;74;31
Гвадалахара (ж);44;26;11;7;101;48
Монтеррей (ж);44;29;7;8;99;48
Кокимбо Унидо;44;18;15;11;59;11
Атланте;44;18;13;13;59;18
Гленавон;44;19;13;12;84;7
Мотагуа;44;25;8;11;86;45
Мейденхед Юн;44;15;18;11;66;0
Десна Чернигов;43;17;17;9;70;10
Славия Мозырь;43;13;19;11;66;-2
Зандхаузен;43;14;24;5;55;-25
Жальгирис Вильнюс;43;28;6;9;88;55
Динамо Вране;43;13;24;6;42;-25
Хикараль;43;11;12;20;45;1
Мито;43;16;17;10;68;1
Мачва Шабац;43;7;32;4;30;-63
Раднички Пирот;43;14;19;10;45;-14
Маарду Линнамеесконд;43;27;10;6;104;46
Викингур Рейкьявик;43;16;11;16;92;28
Арсенал Тиват;43;19;16;8;54;-1
Тишрин;43;27;8;8;77;47
Балкани;43;22;8;13;80;38
Ботев Пловдив;43;14;19;10;51;-11
Погонь Щецин;43;19;12;12;53;11
Шленск Вроцлав;43;14;16;13;53;-4
Дрита;43;23;9;11;64;26
Трепча 89;43;19;16;8;65;6
Бранн;43;11;22;10;57;-26
Ранхейм;43;19;14;10;83;25
Земплин Михаловце;43;11;17;15;45;-29
Сириус;43;14;14;15;60;-5
АФК Эскильстуна;43;16;21;6;51;-15
Вестерос;43;17;15;11;58;2
Умео;43;12;17;14;45;-20
Линдоме;43;19;15;9;71;13
Сандвикен;43;24;8;11;92;43
ДжКТ Танзания;43;11;18;14;43;-13
Арсенал Тула;43;10;25;8;44;-26
Септември София;43;17;15;11;59;14
Эскишехирспор;43;1;33;9;25;-89
Умраниеспор;43;15;17;11;56;-4
Шинник;43;5;26;12;40;-49
Мачида Зельвиа;43;12;18;13;42;-12
Чиба ДЖЕФ Юнайтед;43;14;19;10;46;-5
Катандзаро;43;20;7;16;50;15
Краснодар-2;43;13;18;12;52;-16
Шиофок;43;17;18;8;58;-1
Токио;43;22;14;7;57;9
Пумас-УНАМ;43;14;11;18;46;6
Пачука;43;16;12;15;51;11
Ягодина;43;9;17;17;42;-22
Трезе;43;11;18;14;39;-6
Аль-Вехдат;43;30;6;7;76;50
Мирасол;43;21;12;10;71;31
Амьен;43;11;17;15;38;-11
Бордо;43;14;21;8;47;-14
Клифтонвилл;43;18;12;13;67;20
Монтеррей;43;21;10;12;66;24
Металац;43;16;14;13;59;1
Волендам;43;22;12;9;91;32
Смуха;43;14;4;25;69;23
Реджина;43;15;14;14;47;-2
Портадаун;43;12;24;7;65;-22
Монца;43;19;9;15;57;21
Мателика;43;18;15;10;68;-1
Бавария-2;42;15;14;13;65;6
Паневежис;42;15;14;13;62;8
Тулевик Вильянди;42;12;22;8;52;-24
Лимон;42;11;18;13;44;-27
Стабек;42;12;13;17;56;-4
Аль-Вахда;42;21;11;10;58;18
Саарбрюккен;42;17;14;11;69;11
Расинг Сантандер;42;14;19;9;51;2
Звездара;42;17;10;15;70;20
Юнгшиле;42;10;23;9;41;-23
Алтай;42;25;12;5;80;34
Болуспор;42;14;19;9;44;-3
Локомотив София;42;24;10;8;78;36
Эхиме;42;9;23;10;39;-28
Бишелье;42;8;24;10;35;-26
Фано;42;7;15;20;36;-12
Азул Кларо Нумазу;42;14;22;6;40;-10
Терамо;42;14;13;15;40;-2
Самбенедеттезе;42;14;15;13;48;-5
Кобе;42;13;19;10;59;-12
Зюйдтироль;42;21;9;12;65;26
Полония Бытом;42;22;11;9;89;31
Булонь;42;12;12;18;42;-1
Нардо;42;16;15;11;57;5
Каррарезе;42;12;17;13;41;-4
Маастрихт;42;14;19;9;53;-22
Йовил Т;42;15;17;10;62;-3
Академия Пандев;42;16;17;9;42;-4
Итуано;42;15;17;10;54;2
АБС Натал;42;20;9;13;81;46
Конфианса-СЕ;42;14;12;16;47;5
Аяччо;42;13;15;14;41;-10
Аль-Сайлия;42;17;14;11;56;-10
Америка Мехико;42;24;10;8;67;22
Шпортфройнде Лотте;42;12;17;13;49;-24
Труа;42;25;8;9;65;26
Гамильтон;42;8;25;9;38;-38
Сошо;42;14;13;15;49;6
Клермон;42;23;9;10;70;39
Пирмазенс;42;13;17;12;42;-18
Спарта Роттердам;42;13;16;13;54;-5
Ньор;42;10;17;15;38;-24
Аль-Мокавлун;42;12;17;13;51;-4
Венло;42;10;26;6;58;-47
Генгам;42;10;15;17;42;-11
Оренсе;42;8;20;14;39;-27
Макара;42;17;13;12;53;2
Исмаили;42;13;17;12;52;-7
Мельгар;42;15;14;13;56;5
Про Верчелли;42;20;10;12;54;15
Понтедера;42;14;15;13;49;3
Вис Песаро;42;12;21;9;44;-19
Лекко;42;16;14;12;54;8
Пьяченца;42;12;17;13;49;-10
Васко-да-Гама U20;42;21;11;10;80;29
Хуниор Барранкилья;42;17;11;14;55;19
Эшторил;42;24;7;11;71;34
Депортиво Кали;42;15;11;16;49;-2
Мильонариос;42;22;7;13;66;27
Ареццо;42;6;21;15;40;-34
Атлетико Уила;42;20;12;10;58;12
Унион Магдалена;42;17;13;12;56;13
Вальедупар;42;20;12;10;50;11
Апаресиденсе;42;21;10;11;80;43
ФКСБ;42;22;11;9;65;25
Аурора Про Патрия 1919;42;18;10;14;42;9
Альмагро;42;16;20;6;47;-10
Гроссето;42;17;13;12;52;7
ФАС;42;17;13;12;57;7
Ланус;42;20;15;7;68;9
Волна Пинск;41;17;15;9;75;9
Лида;41;13;15;13;53;-23
Кукеси;41;19;15;7;62;13
Единство Биело-Поле;41;12;16;13;54;5
Джаблех;41;13;11;17;54;-5
Волеренга;41;21;7;13;70;27
Интер Турку;41;24;8;9;72;36
Вольфсбург (ж);41;31;5;5;130;97
Брейдаблик;41;26;9;6;104;48
Лиллестрем;41;21;10;10;64;22
Монтана;41;11;18;12;44;-17
Ханинге;41;20;13;8;89;22
Сильвия;41;22;10;9;72;14
Насаф;41;20;7;14;73;43
БФК Даугавпилс;41;10;23;8;49;-20
ХИК Хельсинки;41;29;3;9;100;72
Гроруд;41;12;21;8;61;-18
Улленсакер/Киса;41;10;22;9;53;-33
Балыкесирспор;41;10;22;9;43;-27
Токио-Верди;41;13;13;15;48;3
Кофу;41;16;9;16;50;9
Албирекс Ниигата;41;13;13;15;52;-3
Канадзава Цвайген;41;12;16;13;57;-9
Ренофа Ямагучи;41;8;27;6;42;-32
Омия;41;13;17;11;41;-10
Ви-Варен Нагасаки;41;22;8;11;65;26
Китакюсю;41;19;14;8;59;9
Имолезе;41;10;20;11;37;-17
Ольбия;41;11;12;18;49;0
Джана Эрминио;41;12;17;12;38;-9
Торпедо Кутаиси;41;12;14;15;45;-7
Агробизнес Волочиск;41;23;9;9;64;27
Мес Керман;41;18;10;13;36;13
Авеллино;41;22;10;9;55;21
Потенца;41;12;18;11;41;-14
Чивас Гвадалахара;41;16;11;14;50;5
Миовени;41;13;12;16;44;9
Монополи;41;11;17;13;48;-9
Бекешчаба;41;12;18;11;48;-17
Динамо Ставрополь;41;19;16;6;65;6
Хекимоглу Трабзон;41;18;9;14;85;28
Тузласпор;41;18;17;6;55;-9
Нкана;41;17;18;6;47;-3
Йонг Утрехт;41;12;27;2;55;-28
Аль-Хор;41;9;20;12;56;-14
Сантос Лагуна;41;17;14;10;53;13
Пенинсула Пауэр;41;35;5;1;120;76
Пуэбла;41;16;15;10;53;5
Рипенсия Тимишоара;41;20;11;10;73;12
По;41;11;17;13;44;-9
Утрехт;41;17;10;14;67;11
Халадаш Сомбатхей;41;15;13;13;52;8
Реал Эстели;41;23;10;8;65;33
Дирианген U20;41;16;13;12;81;21
Аль-Фатех;41;17;15;9;74;4
Блумфонтейн Селтик;41;10;12;19;44;-2
Гама;41;23;13;5;69;25
Силекс;41;13;21;7;58;-2
Штрален;41;12;17;12;48;-13
Атлас (ж);41;26;8;7;87;36
Делфин;41;13;13;15;53;0
Тампико Мадеро;41;13;11;17;37;5
Аполлон Смирнис;41;12;20;9;39;-15
Челси (ж);41;32;4;5;125;101
Палестино;41;14;18;9;53;-4
Гессен Кассель;41;12;15;14;53;-17
Луккезе;41;6;21;14;37;-31
Виртус Верона;41;12;12;17;45;-1
Ботафого РЖ U20;41;19;10;12;72;38
Чезена;41;16;12;13;55;9
Модена;41;22;12;7;52;21
Атлетико Минейро U20;41;22;6;13;74;37
Леньяго Салюс;41;11;16;14;42;-5
Александрия;40;12;17;11;52;-3
Кванджу;40;10;20;10;48;-16
Локомотив Загреб;40;11;17;12;45;-22
Будучность;40;29;6;5;73;32
Дрезга;40;6;26;8;33;-52
Витебск;40;12;12;16;48;-6
Ансан Гринерс;40;14;15;11;37;-6
Сеул Е-Лэнд;40;17;14;9;55;17
Алашкерт;40;22;10;8;55;20
Арарат-Ереван;40;16;15;9;56;12
Сендерийске;40;17;15;8;54;-1
Аль-Талия;40;11;12;17;41;-1
Шепши Сфынту Георге;40;16;8;16;65;23
Аварта;40;6;22;12;44;-29
Мальме;40;23;6;11;88;49
Локомотив Ташкент;40;16;16;8;53;-10
Метта/ЛУ;40;6;27;7;37;-47
Септември Симитли;40;9;21;10;44;-19
Пирин Благоевград;40;23;8;9;74;37
Динамо Батуми;40;22;8;10;72;34
Катания;40;18;10;12;56;11
Хамаркамератене;40;14;15;11;67;-2
Толука;40;14;18;8;57;-5
Борац Чачак;40;14;17;9;47;-5
Флорит Афина;40;27;9;4;92;49
Кашива Рейсол;40;18;15;7;65;15
Пелистер;40;15;13;12;47;1
Дижон;40;5;26;9;27;-47
Эйпен;40;12;13;15;53;-9
Мотор Люблин;40;13;12;15;54;1
ОФК Белград;40;19;11;10;58;16
Вильфранш;40;16;13;11;45;6
Фортуна Ситтард;40;15;19;6;59;-7
Томбенсе;40;16;10;14;47;9
Балингер;40;16;15;9;61;-10
Йонг Аякс;40;10;20;10;56;-19
Абха;40;12;20;8;51;-17
Аль-Иттихад Джидда;40;19;6;15;60;23
Нанси;40;12;14;14;55;0
Ливерпуль Монтевидео;40;20;10;10;81;22
Редингхаузен;40;15;9;16;57;20
Виллем II;40;10;22;8;48;-32
Керетаро (ж);40;16;18;6;55;-2
Текнико Университарио;40;11;17;12;31;-10
Атлетико Мадрид (ж);40;19;10;11;69;30
Родез;40;8;12;20;39;-7
Валансьен;40;13;16;11;53;-13
Виденбрюк;40;14;11;15;63;9
Про Сесто;40;11;16;13;32;-19
Аль-Айн;40;11;15;14;52;-17
Киндия Тырговиште;40;14;13;13;36;3
Кортулуа;40;19;12;9;59;18
Эюпспор;40;29;3;8;85;58
Комо;40;23;11;6;60;11
Паганезе;40;9;20;11;33;-23
Хартлпул Юн;40;20;7;13;63;27
Синджелич Белград;39;13;17;9;33;-10
Стремсгодсет;39;11;16;12;53;-14
Тирана;39;16;13;10;56;19
Игало;39;19;8;12;70;37
Дайнава Алитус;39;16;15;8;52;2
Германштадт;39;9;14;16;42;-9
Ксанти;39;16;10;13;36;12
Фрем;39;13;14;12;52;-1
Скалица;39;20;9;10;72;27
Депортиво Ла-Корунья;39;17;11;11;40;11
Васалунд;39;25;10;4;97;43
Бирмингем C;39;6;20;13;27;-29
Серветт Женева;39;11;15;13;48;-8
Прикарпатье Ивано-Франковск;39;10;22;7;37;-25
Полиси Танзания;39;12;10;17;37;6
Торпедо М;39;22;10;7;72;34
Зулте-Варегем;39;15;19;5;59;-14
Дубочица;39;11;14;14;38;-12
Широки Бриег;39;21;9;9;57;24
Хомберг;39;11;19;9;50;-16
Кампиненсе;39;14;11;14;49;10
Лион (ж);39;35;2;2;118;103
Дугополье;39;15;14;10;63;6
Лондрина;39;14;8;17;45;8
Конкордия Кьяжна;39;14;14;11;52;8
Златибор Чаетина;39;7;24;8;30;-38
Зриньски;39;22;12;5;65;31
Реал Эстели U20;39;26;3;10;98;61
Аль-Файсали;39;12;13;14;47;-3
Аль-Иттифак;39;17;15;7;61;2
Зволле;39;13;15;11;49;-6
Работнички;39;11;8;20;48;4
Депортиво Мальдонадо;39;11;13;15;49;-15
Твенте;39;12;14;13;54;-1
Балинген;39;12;18;9;50;-13
Аль-Шабаб;39;13;12;14;49;-4
Депортиво Куэнка;39;10;17;12;41;-18
Йонг ПСВ;39;10;19;10;54;-12
Пачука (ж);39;17;16;6;53;2
Мушук Руна;39;13;17;9;51;-7
Шамбли;39;9;19;11;41;-25
УНАМ (ж);39;17;12;10;53;11
Ним;39;9;22;8;41;-33
Коло Коло;39;12;14;13;36;-12
Липпштадт 08;39;8;17;14;35;-25
Астория Вальдорф;39;14;20;5;62;-7
Губбио;39;12;14;13;41;-5
Аль-Иттихад Александрия;39;12;16;11;44;-5
Вибонезе;39;6;13;20;37;-5
Депортиво Пасто;39;11;8;20;43;-1
Насьональ;39;8;22;9;40;-27
Академику Визеу;39;13;16;10;44;-5
Санта-Фе;39;21;7;11;60;25
Гринок Мортон;39;10;11;18;35;-6
Фоджа;39;15;14;10;41;-3
Аль-Шарджа;39;20;10;9;68;26
Каррик Рейнджерс;39;5;26;8;36;-58
Уорренпойнт Таун;39;10;20;9;40;-35
Линкольн Сити;39;16;12;11;63;16
Олимпик Донецк;38;11;21;6;50;-15
Тарту Велко;38;19;15;4;81;7
Ворскла Полтава;38;13;10;15;49;6
Минск;38;18;15;5;84;22
Копенгаген ФК;38;19;11;8;66;13
Альтах;38;10;20;8;43;-24
Хоттин;38;20;8;10;51;27
Этыр Велико Тырново;38;8;19;11;33;-29
Хонка;38;13;13;12;44;2
Виторул Констанца;38;11;11;16;56;10
Будучность Добановци;38;15;15;8;41;-2
Горица ХНК;38;21;7;10;71;30
Ордабасы;38;18;11;9;65;15
Лейкнир Рейкьявик;38;20;13;5;84;25
Тромсе;38;21;8;9;70;27
Яммербугт;38;26;4;8;77;44
Дунайска Стреда;38;21;9;8;78;15
Попрад;38;4;31;3;36;-79
Нумансия;38;15;15;8;49;7
Бронсхой;38;9;18;11;55;-19
Руву Шутинг;38;11;15;12;36;-2
Металлург Бекабад;38;16;16;6;47;4
Дубница;38;10;14;14;37;-16
Ингулец Петрово;38;11;10;17;42;-7
Авангард Краматорск;38;10;19;9;38;-24
Черноморец Одесса;38;21;5;12;62;34
Дила Гори;38;17;10;11;52;16
Кашкай Шираз;38;10;16;12;33;-8
Малаван;38;15;12;11;35;6
Кортрийк;38;10;19;9;42;-14
Волгарь Астрахань;38;16;15;7;53;11
Серезо Осака;38;20;12;6;53;10
Шапекоенсе СК;38;21;4;13;42;27
Левен;38;15;14;9;66;-1
Шукура Кобулети;38;14;14;10;57;14
Комарно;38;16;15;7;53;-2
Беласица Струмица;38;7;24;7;34;-38
Перт Глори;38;12;19;7;57;-12
Жувентуд Кашиас Ду Сул;38;16;11;11;52;16
Ст. Джонстон;38;14;13;11;49;7
Ст. Миррен;38;14;13;11;42;0
Вальтер Ферретти;38;19;12;7;60;19
Раднички Ниш U19;38;9;22;7;53;-31
Аль-Раед;38;14;17;7;54;-4
Аль-Хазм;38;23;9;6;72;27
Струга Трим-Лум;38;16;7;15;43;15
Уондерерс;38;15;10;13;53;8
Ольмедо;38;8;20;10;46;-25
Толука (ж);38;12;20;6;33;-17
Аль-Тадамон;38;6;24;8;37;-55
Боннер;38;11;20;7;45;-10
Самсунспор;38;21;6;11;63;26
Сантьяго Уондерерс;38;13;16;9;44;-11
Витербезе;38;10;14;14;38;-5
Унион Эспаньола;38;16;12;10;58;-1
Антофагаста;38;12;15;11;44;-8
Аудакс Итальяно;38;13;12;13;46;-3
Эммен ФК;38;9;19;10;46;-26
Пистоезе;38;8;23;7;27;-25
Фермана;38;9;14;15;31;-13
Луис Анхель Фирпо;38;15;12;11;36;5
Росарио Сентраль;38;16;13;9;58;10
Оксфорд Юнайтед;38;20;10;8;69;27
Транмир Роверс;38;17;10;11;48;6
Хвидовре;37;16;15;6;53;-5
Банга Гаргждай;37;6;21;10;34;-38
Нам Динь;37;12;18;7;50;-9
Падерборн;37;10;16;11;47;-13
Рух Брест;37;18;9;10;76;30
Рандерс;37;17;14;6;62;19
Жальгирис Каунас;37;22;11;4;61;21
Викингур Гота;37;20;12;5;78;21
Дармштадт;37;14;15;8;62;2
Хака;37;11;18;8;42;-19
